danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,name_song,artists,genre
0.66,0.568,5,-9.242,1,0.134,0.747,0,0.0959,0.571,180.066,185728,4,ThÆ°Æ¡ng,Karik,"['v-pop', 'vietnamese hip hop']"
0.581,0.362,11,-9.459,1,0.172,0.783,0,0.234,0.307,78.808,210641,4,Cáº¡n Cáº£ NÆ°á»›c Máº¯t,Karik,"['v-pop', 'vietnamese hip hop']"
0.713,0.537,7,-8.273,1,0.0894,0.602,0,0.11,0.44,142.357,260161,4,Tá»«ng LÃ  Táº¥t Cáº£,Karik,"['v-pop', 'vietnamese hip hop']"
0.495,0.374,6,-9.692,0,0.0406,0.934,0.00451,0.239,0.439,146.058,231097,4,KhÃ³c Má»™t MÃ¬nh,Karik,"['v-pop', 'vietnamese hip hop']"
0.659,0.65,0,-7.533,1,0.0327,0.617,3.03E-06,0.104,0.228,137.946,312262,4,Ai Ngá» Ta CÃ²n ThÆ°Æ¡ng,Karik,"['v-pop', 'vietnamese hip hop']"
0.715,0.575,3,-8.574,0,0.0573,0.802,0.49,0.181,0.643,82.032,164258,4,Láº§n Cuá»‘i,Karik,"['v-pop', 'vietnamese hip hop']"
0.586,0.596,1,-5.225,0,0.0343,0.721,0,0.0952,0.296,84.988,247059,4,ChÆ°a Tá»«ng VÃ¬ Nhau,Karik,"['v-pop', 'vietnamese hip hop']"
0.518,0.728,9,-6.12,0,0.0901,0.709,3.62E-05,0.091,0.479,204.187,211905,4,Rain,Karik,"['v-pop', 'vietnamese hip hop']"
0.636,0.78,10,-5.6,0,0.126,0.667,6.63E-05,0.199,0.709,90.029,194847,4,Alone K's Past,Karik,"['v-pop', 'vietnamese hip hop']"
0.606,0.716,9,-5.687,0,0.206,0.632,0,0.407,0.274,172.007,187298,4,KhÃ´ng Thá»ƒ,Karik,"['v-pop', 'vietnamese hip hop']"
0.75,0.648,9,-8.24,0,0.246,0.878,0,0.122,0.766,82.98,193855,4,Tiá»n,Karik,"['v-pop', 'vietnamese hip hop']"
0.857,0.561,7,-7.206,0,0.197,0.784,0.000222,0.108,0.379,94.996,237610,4,Flow Of Living,Karik,"['v-pop', 'vietnamese hip hop']"
0.506,0.688,2,-5.065,1,0.0677,0.64,0.00315,0.159,0.23,178.02,194900,4,QuÃªn Em,Karik,"['v-pop', 'vietnamese hip hop']"
0.756,0.668,11,-6.309,0,0.14,0.464,2.47E-06,0.294,0.348,86.993,191295,4,Mike - Remix,Karik,"['v-pop', 'vietnamese hip hop']"
0.574,0.833,7,-5.104,0,0.104,0.497,0,0.671,0.8,91.023,248294,4,Underground's Top,Karik,"['v-pop', 'vietnamese hip hop']"
0.843,0.484,5,-8.246,1,0.053,0.706,0,0.098,0.356,129.987,300719,4,Báº¡n Äá»i,Karik,"['v-pop', 'vietnamese idol pop']"
0.874,0.566,11,-5.258,1,0.12,0.815,0,0.383,0.891,106.024,180000,4,Nhá»¯ng Láº§n Äáº§u TiÃªn,ÄÃ´ng Nhi,['v-pop']
0.813,0.855,5,-4.239,1,0.0617,0.115,0,0.322,0.879,109.963,196364,4,Kiá»ng 3 ChÃ¢n,HoÃ ng ThÃ¹y Linh,"['v-pop', 'vietnamese hip hop']"
0.824,0.779,7,-6.657,0,0.0509,0.464,0,0.119,0.816,103.989,223857,4,CÃ³ ChÆ¡i CÃ³ Chá»‹u,Karik,['v-pop']
0.722,0.783,7,-6.877,0,0.0606,0.727,8.97E-06,0.13,0.422,119.971,261999,4,VÃ¬ Máº¹ Anh Báº¯t Chia Tay,Miu LÃª,"['v-pop', 'vietnamese hip hop']"
0.664,0.793,5,-7.345,1,0.161,0.515,0,0.333,0.792,149.977,210768,4,Viá»‡t Nam Háº¿t MÃ¬nh,Karik,"['v-pop', 'vietnamese hip hop']"
0.935,0.531,7,-8.285,1,0.212,0.314,0,0.0616,0.786,96.009,203952,4,Láº¡ QuÃ¡,B Ray,"['v-pop', 'vietnamese hip hop']"
0.863,0.524,1,-11.533,1,0.314,0.453,0,0.0918,0.819,148.044,202716,4,Gu Em LÃ  Nam Ã,Karik,"['v-pop', 'vietnamese singer-songwriter']"
0.644,0.53,5,-7.32,1,0.0382,0.395,0,0.21,0.417,90.046,254000,4,ÄÃ´i MÆ°Æ¡i - Remix,HoÃ ng DÅ©ng,[]
0.679,0.666,7,-9.004,1,0.284,0.376,0.0194,0.0906,0.392,78.978,312180,4,Fascinating,GDucky,['v-pop']
0.773,0.91,1,-4.279,0,0.0445,0.141,1.84E-06,0.13,0.699,110.015,229091,4,Táº¿t LÃ  ÄÃ´ng Má»›i Vui,Äá»©c PhÃºc,['v-pop']
0.537,0.619,2,-12.152,1,0.0337,0.2,0.0129,0.0978,0.645,170.016,214588,4,Quá»³nh HÆ°Æ¡ng,Mew Amazing,[]
0.868,0.635,10,-7.308,0,0.116,0.224,0,0.111,0.822,142.042,206194,4,Breakfast,GDucky,[]
0.804,0.579,8,-9.65,0,0.288,0.315,0,0.115,0.704,150.045,157200,4,Äi CÃ¹ng Nhau LÃ  NhÃ ,GDucky,['v-pop']
0.81,0.501,11,-7.863,0,0.0994,0.494,0,0.0866,0.46,92.008,185217,4,Tá»a SÃ¡ng Viá»‡t Nam,Miu LÃª,[]
0.727,0.5,9,-10.718,0,0.531,0.5,0,0.0634,0.771,108.048,223339,4,Náº¥u Táº¿t LÃªn,GDucky,[]
0.819,0.865,9,-3.113,0,0.0389,0.154,0,0.147,0.636,125.049,192000,4,Ting Ting LÃ  Táº¿t Vá»,GDucky,['viet chill rap']
0.494,0.672,7,-7.137,1,0.0735,0.478,0.137,0.123,0.322,120.698,180395,4,tÃ¬nh wÃ¡ akk,2pillz,['v-pop']
0.549,0.364,9,-11.438,1,0.0574,0.799,0.000836,0.129,0.128,129.923,228940,4,Sá»± Máº­p Má»,Suni Háº¡ Linh,['v-pop']
0.619,0.427,2,-7.142,0,0.0563,0.801,1.88E-06,0.368,0.284,139.757,257143,4,MÆ°a ThÃ¡ng SÃ¡u,VÄƒn Mai HÆ°Æ¡ng,['v-pop']
0.718,0.26,2,-12.683,0,0.0447,0.875,0,0.179,0.412,140.056,277714,4,mÆ°a thÃ¡ng sÃ¡u - suy version,VÄƒn Mai HÆ°Æ¡ng,['v-pop']
0.652,0.465,1,-7.128,1,0.0511,0.866,0.0196,0.211,0.374,139.924,260834,4,MÆ¯A THÃNG SÃU - solo version,Trung QuÃ¢n,['v-pop']
0.619,0.427,2,-7.142,0,0.0563,0.801,1.88E-06,0.368,0.284,139.757,257143,4,MÆ°a ThÃ¡ng SÃ¡u,VÄƒn Mai HÆ°Æ¡ng,['v-pop']
0.664,0.531,3,-10.227,1,0.0391,0.674,1.54E-05,0.353,0.644,90.96,240000,4,Ä‘Æ°a em vá» nhÃ a,GREY D,['v-pop']
0.903,0.39,4,-9.493,0,0.141,0.684,0.672,0.115,0.615,90.019,69340,4,"no rules, all welcome",GREY D,['v-pop']
0.549,0.449,9,-11.668,1,0.0742,0.751,7.85E-06,0.289,0.183,94.849,229895,4,tá»‰nh thá»©c sau giáº¥c ngá»§ Ä‘Ã´ng - storm version,GREY D,['v-pop']
0.594,0.585,5,-9.165,1,0.0704,0.55,3.79E-05,0.105,0.308,76.985,281494,4,dá»± bÃ¡o thá»i tiáº¿t hÃ´m nay mÆ°a - storm version,GREY D,['v-pop']
0.754,0.49,7,-8.301,1,0.0763,0.35,8.11E-05,0.15,0.299,89.998,226667,4,vaicaunoicokhiennguoithaydoi - storm version,GREY D,"['v-pop', 'viet lo-fi']"
0.616,0.835,11,-5.67,1,0.0449,0.277,0,0.107,0.626,149.952,240010,4,Ä‘á»ƒ tÃ´i Ã´m em báº±ng giai Ä‘iá»‡u nÃ y,Kai Äinh,"['v-pop', 'viet lo-fi']"
0.607,0.807,11,-5.189,1,0.0498,0.333,0,0.107,0.669,149.959,240010,4,tinhdau tinhdau tinhdau,Kai Äinh,['v-pop']
0.672,0.461,0,-7.989,1,0.0324,0.888,1.14E-06,0.107,0.395,123.97,261290,4,anh sáº½ Ä‘áº¿n cÃ¹ng cÆ¡n mÆ°a,Há»©a Kim Tuyá»n,['v-pop']
0.482,0.395,9,-12.648,1,0.0387,0.8,0.000428,0.292,0.202,95.133,227368,4,tá»‰nh thá»©c sau giáº¥c ngá»§ Ä‘Ã´ng,GREY D,['v-pop']
0.581,0.558,5,-10.404,1,0.0432,0.627,0.00022,0.102,0.271,76.992,281494,4,dá»± bÃ¡o thá»i tiáº¿t hÃ´m nay mÆ°a,GREY D,['v-pop']
0.56,0.42,7,-10.729,1,0.257,0.882,0.000605,0.11,0.585,173.695,225862,4,vaicaunoicokhiennguoithaydoi,GREY D,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.443,0.371,5,-12.08,0,0.0377,0.864,0.78,0.421,0.189,92.468,133562,4,tÃ¬nh yÃªu cÃ³ nghÄ©a lÃ  gÃ¬?,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.553,0.642,0,-6.946,0,0.0435,0.494,0.00187,0.465,0.379,89.909,215774,4,ngÆ°á»i Ä‘áº¹p ngá»§,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.713,0.565,4,-6.373,0,0.0526,0.736,0.00179,0.129,0.321,105.961,147795,4,ngÆ°á»i Ä‘iÃªn,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.728,0.533,0,-7.897,1,0.0843,0.203,5.12E-06,0.571,0.502,101.985,200203,4,kho bÃ¡u Ä‘Ã¡nh rÆ¡i (feat. GREY D),tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.169,0.0591,9,-21.238,1,0.0468,0.977,0.934,0.127,0.102,73.712,67200,3,Ã¡i,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.671,0.494,9,-8.587,1,0.038,0.328,0.000672,0.203,0.268,99.998,205676,4,lÃ m lÃ nh chá»¯a tÃ¬nh,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.659,0.418,10,-12.168,0,0.0318,0.571,0.0907,0.629,0.449,94.974,170840,3,tháº¿ giá»›i tháº§n tiÃªn,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.696,0.646,10,-6.246,0,0.0366,0.0951,1.78E-06,0.0892,0.343,140.009,242946,4,nhá»¯ng Ä‘á»‘m sÃ¡ng,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.734,0.527,5,-8.168,0,0.0285,0.699,0,0.162,0.59,108.985,211574,4,ná»¯ siÃªu anh hÃ¹ng,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.66,0.497,8,-11.383,1,0.0523,0.617,0.00918,0.176,0.21,105.022,205138,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.632,0.577,4,-8.482,1,0.0319,0.333,0.000163,0.16,0.359,140.035,263752,4,náº¿u lÃºc Ä‘Ã³,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.701,0.58,4,-8.992,1,0.165,0.312,0.992,0.129,0.133,139.994,56571,4,káº¿t thÃºc = má»Ÿ Ä‘áº§u,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.564,0.463,8,-10.643,1,0.053,0.599,0.0798,0.157,0.197,105.012,205000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i (ft. HoÄng),tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.588,0.468,8,-11.543,1,0.0415,0.584,0.00992,0.166,0.339,105.039,205000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i (ft. Khoi Vu),tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.727,0.923,8,-4.776,1,0.0344,0.0176,0.0413,0.22,0.452,125.008,193000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - DATWEE remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.683,0.639,0,-9.181,0,0.0683,0.149,0.0053,0.249,0.578,139.138,142535,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - Headie remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.838,0.765,0,-4.626,1,0.0376,0.103,0.00113,0.228,0.891,123.016,126000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - Feliks Alvin remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.886,0.547,0,-6.134,1,0.0683,0.0365,0.337,0.676,0.82,130.028,283000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - HANZ remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.716,0.502,5,-9.674,0,0.0511,0.465,0.0168,0.348,0.493,117.063,156340,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - Amaj7ing remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.565,0.764,6,-7.229,1,0.0292,0.0619,0.273,0.163,0.335,140.042,128000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - CLOUDEE remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.676,0.75,8,-8.114,1,0.241,0.124,0.0325,0.162,0.531,140.091,151000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - Anh Long Äá» Riu remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.687,0.651,5,-6.591,0,0.189,0.0311,0.035,0.109,0.501,104.961,174000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i - Smokele Remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.583,0.723,0,-5.437,0,0.0359,0.232,2.79E-06,0.513,0.263,105.095,123000,4,ghá»‡ iu dáº¥u cá»§a em Æ¡i (ft. 52Hz) - Gonpop remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.452,0.815,4,-5.202,0,0.0727,0.038,4.65E-05,0.148,0.0543,126.043,177143,4,ngÆ°á»i Ä‘iÃªn - Henry Maze Remix,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.675,0.582,4,-6.229,0,0.091,0.00883,0.00134,0.144,0.229,125.949,213468,4,ngÆ°á»i Ä‘iÃªn - Henry Maze Remix/ Extended Mix,tlinh,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.739,0.537,2,-7.241,0,0.0394,0.251,0,0.0998,0.379,137.97,230676,4,shhhhhhh..,WEAN,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.744,0.535,5,-8.665,0,0.0275,0.737,0.00404,0.153,0.56,108.977,211436,4,ná»¯ siÃªu anh hÃ¹ng,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.706,0.665,7,-7.977,0,0.0283,0.771,0.0322,0.229,0.676,138.014,166990,4,ná»¯ siÃªu anh hÃ¹ng - sped up,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.701,0.557,3,-8.915,0,0.0249,0.778,0.00334,0.154,0.468,94.996,242526,4,ná»¯ siÃªu anh hÃ¹ng - slowed + reverb,tlinh,"['j-rap', 'japanese trap']"
0.486,0.715,1,-5.52,0,0.0841,0.0121,0,0.0735,0.674,99.995,204057,4,èœœèœ‚ - MITSUBACHI,Shurkn Pap,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.443,0.371,5,-12.08,0,0.0377,0.864,0.78,0.421,0.189,92.468,133562,4,tÃ¬nh yÃªu cÃ³ nghÄ©a lÃ  gÃ¬?,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.476,0.662,8,-8.975,1,0.0483,0.00406,0.00258,0.0822,0.239,137.052,154369,4,mua thÃªm (prod. by Nodey) - original soundtrack from FANTI the movie,tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.766,0.511,7,-7.47,1,0.0842,0.536,0,0.111,0.609,104.944,178000,4,ThÃ­ch QuÃ¡ RÃ¹i NÃ ,tlinh,"['vietnamese hip hop', 'vietnamese melodic rap']"
0.635,0.525,1,-9.092,1,0.0418,0.659,0,0.119,0.14,105.019,224571,4,ÄÃ£ Tá»«ng (feat. tlinh),VSOUL,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.595,0.567,0,-10.267,1,0.0288,0.718,0.883,0.157,0.232,139.924,172000,4,Tá»« NgÃ y Em Äáº¿n - Instrumental,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.597,0.402,5,-14.22,1,0.0307,0.537,0.926,0.102,0.311,139.978,198000,4,Cháº¡y Khá»i Tháº¿ Giá»›i NÃ y - Instrumental,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.432,0.259,7,-19.821,1,0.0324,0.894,0.893,0.148,0.216,170.07,254118,4,NÆ°á»›c Máº¯t Em Lau Báº±ng TÃ¬nh YÃªu Má»›i - Instrumental,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.597,0.648,9,-12.39,1,0.0291,0.653,0.893,0.112,0.22,120.018,234000,4,Thá»©c Giáº¥c - Instrumental,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.648,0.454,7,-16.33,1,0.0373,0.769,0.824,0.0883,0.647,150.015,207211,4,Thá»Ÿ - Instrumental,Da LAB,"['v-pop', 'vietnamese hip hop']"
0.409,0.203,0,-14.416,1,0.0303,0.893,0.904,0.123,0.224,169.789,136239,3,Chuyá»‡n ÄÃ´i Ta - Instrumental,Emcee L (Da LAB),"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.505,0.664,6,-11.981,1,0.028,0.0427,0.929,0.162,0.235,95.009,270931,4,GÃ¡c Láº¡i Ã‚u Lo - Instrumental,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.631,0.374,1,-13.243,1,0.0343,0.178,0.856,0.137,0.123,120.019,222000,4,Nguyá»‡t Thá»±c - Instrumental,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.658,0.788,0,-9.035,1,0.0356,0.208,0.558,0.182,0.441,94.871,178656,4,"Má»™t NhÃ  - Beat, XuÃ¢n PhÃ¡t TÃ i 13",Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.686,0.538,7,-9.181,0,0.142,0.604,0,0.275,0.456,89.997,193248,4,"Thanh XuÃ¢n - XuÃ¢n PhÃ¡t TÃ i 13, Live",Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.666,0.749,0,-6.354,1,0.0878,0.484,0,0.608,0.648,95.016,173976,4,"Má»™t NhÃ  - XuÃ¢n PhÃ¡t TÃ i 13, Live",Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.393,0.56,9,-5.984,1,0.0335,0.618,0,0.193,0.38,179.563,260426,4,Káº¿t ThÃºc Báº¯t Äáº§u,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.699,0.69,0,-6.433,1,0.185,0.418,0,0.105,0.637,139.973,236786,4,Tá»« NgÃ y Em Äáº¿n,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.618,0.294,5,-12.899,1,0.0765,0.972,5.15E-05,0.175,0.105,129.829,243258,4,Cháº¡y Khá»i Tháº¿ Giá»›i NÃ y - Lofi Version by Zeaplee,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']"
0.74,0.653,5,-6.438,1,0.0409,0.149,0.01,0.157,0.932,140.015,294663,4,Cháº¡y Khá»i Tháº¿ Giá»›i NÃ y - Cukak Remix,Da LAB,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
0.589,0.819,8,-4.696,1,0.113,0.345,1.41E-05,0.0703,0.41,190.166,221692,4,TA LÃ€ (feat. Clean Bandit),JustaTee,"['v-pop', 'vietnamese hip hop']"
0.785,0.787,7,-4.401,1,0.145,0.347,7.26E-06,0.12,0.339,95.031,199579,4,So Close,Binz,['v-pop']
0.689,0.326,7,-10.675,1,0.0372,0.751,1.27E-05,0.0975,0.395,94.984,257013,4,Anh LÃ  Ai,PhÆ°Æ¡ng Ly,[]
0.446,0.37,5,-9.226,1,0.0647,0.828,1.47E-05,0.101,0.225,132.729,334443,4,NgÆ°á»i Ta NÃ³i / Ãnh Náº¯ng Cá»§a Anh (Mashup ),Truyá»n HÃ¬nh FPT,[]
0.648,0.532,7,-9.708,1,0.0669,0.627,8.61E-05,0.0962,0.418,129.827,286102,4,HÆ¡n Cáº£ YÃªu,Truyá»n HÃ¬nh FPT,[]
0.412,0.354,7,-10.962,1,0.0358,0.929,5.92E-06,0.146,0.281,105.727,310738,4,Anh Chá»‰ Biáº¿t CÃ¢m NÃ­n Nghe Tiáº¿ng Em KhÃ³c,Truyá»n HÃ¬nh FPT,[]
0.424,0.304,9,-12.496,0,0.0504,0.945,0.000199,0.177,0.561,147.26,257756,4,Háº¿t ThÆ°Æ¡ng Cáº¡n Nhá»›,Truyá»n HÃ¬nh FPT,[]
0.689,0.4,7,-10.531,0,0.0404,0.897,0,0.118,0.552,108.123,262882,4,TÃ´i Äi TÃ¬m TÃ´i,Truyá»n HÃ¬nh FPT,[]
0.588,0.593,7,-9.506,0,0.0505,0.734,0.000187,0.124,0.419,124.111,313693,4,Ná»—i Nhá»› NÆ¡i Con Tim Má»“ CÃ´i,Truyá»n HÃ¬nh FPT,[]
0.678,0.419,0,-10.47,0,0.0628,0.851,1.34E-06,0.0783,0.469,139.885,281127,4,VÃ¬ Sao Trong LÃ²ng TÃ´i,Truyá»n HÃ¬nh FPT,[]
0.542,0.323,11,-11.106,1,0.0385,0.92,4.34E-06,0.158,0.488,131.827,268961,4,"CÃ²n YÃªu, ÄÃ¢u Ai Rá»i Äi",Truyá»n HÃ¬nh FPT,[]
0.574,0.59,7,-7.894,0,0.0394,0.524,1.47E-06,0.263,0.504,106.578,278873,3,Náº¿u Ta CÃ²n YÃªu Nhau,Truyá»n HÃ¬nh FPT,[]
0.643,0.572,1,-6.019,1,0.0473,0.695,0,0.366,0.218,138.001,117011,4,TrÆ°á»›c Khi Thanh XuÃ¢n Nghá»‰ NgÆ¡i,Nguyá»…n ThÃºc ThÃ¹y TiÃªn,['v-pop']
0.829,0.74,10,-7.489,0,0.0381,0.487,0.000633,0.0888,0.682,116,219989,4,MÃ¹a HÃ¨ Tuyá»‡t Vá»i (Lalawonder),Äá»©c PhÃºc,['v-pop']
0.81,0.746,10,-6.168,0,0.0641,0.00697,0.0294,0.309,0.848,140.01,209543,4,MÃ¹a HÃ¨ Tuyá»‡t Vá»i (Lalawonder) - Cukak Remix,Äá»©c PhÃºc,['v-pop']
0.806,0.684,10,-8.284,0,0.0368,0.317,0.735,0.133,0.74,116.016,222414,4,MÃ¹a HÃ¨ Tuyá»‡t Vá»i (Lalawonder) - Karaoke Beat,Äá»©c PhÃºc,['v-pop']
0.834,0.74,10,-6.858,0,0.0411,0.494,0.00321,0.0985,0.707,115.991,220345,4,MÃ¹a HÃ¨ Tuyá»‡t Vá»i (Lalawonder),Äá»©c PhÃºc,['v-pop']
0.799,0.493,5,-6.676,1,0.0361,0.109,0,0.0456,0.473,119.988,222000,4,NgÆ°á»i TÃ¬nh MÃ¹a ÄÃ´ng,Äá»©c PhÃºc,['v-pop']
0.614,0.652,11,-5.003,1,0.0267,0.466,0,0.0917,0.147,96.022,203125,4,I Do,Äá»©c PhÃºc,['v-pop']
0.602,0.656,11,-5.021,1,0.0262,0.462,0,0.0936,0.202,96.05,203125,4,Em Äá»“ng Ã (I Do),Äá»©c PhÃºc,['v-pop']
0.535,0.164,0,-10.528,1,0.0332,0.96,5.57E-06,0.129,0.283,135.943,331116,3,TÃ¬nh YÃªu Äáº¿n Sau,Myra Tráº§n,['v-pop']
0.321,0.462,0,-5.48,0,0.0268,0.665,5.81E-05,0.162,0.115,93.605,230476,3,Má»™t Thá»i ÄÃ£ Xa - 25th LÃ n SÃ³ng Xanh,Äá»©c PhÃºc,['v-pop']
0.825,0.799,0,-8.435,0,0.0323,0.147,0.000104,0.127,0.965,129.962,179541,4,Bá»‹t Máº¯t Báº¯t Anh,PhÃ­ PhÆ°Æ¡ng Anh,"['v-pop', 'vietnamese idol pop']"
0.614,0.382,7,-9.004,1,0.0414,0.742,2.86E-06,0.659,0.311,80.021,222000,4,RÄƒng KhÃ´n (Lofi),DREAMeR,"['v-pop', 'vietnamese idol pop']"
0.62,0.793,7,-6.846,1,0.0418,0.556,1.39E-06,0.0832,0.511,93.96,201702,4,RÄƒng KhÃ´n (EDM),DREAMeR,"['v-pop', 'vietnamese idol pop']"
0.803,0.646,7,-4.389,1,0.0851,0.00893,0.000898,0.108,0.935,142.993,300420,4,RÄƒng KhÃ´n (Remix),DREAMeR,"['v-pop', 'vietnamese idol pop']"
0.799,0.813,5,-7.424,1,0.0562,0.253,0.0738,0.344,0.739,127.995,187500,4,PhÃ¡o Hoa (Jena Remix),DREAMeR,"['v-pop', 'vietnamese idol pop']"
0.73,0.647,0,-9.506,1,0.0337,0.0193,0.00987,0.273,0.509,106.983,210216,4,PhÃ¡o Hoa (H2O Remix),DREAMeR,"['v-pop', 'vietnamese idol pop']"
0.674,0.876,10,-5.934,1,0.0285,0.00142,0.231,0.326,0.973,110.015,245471,4,PhÃ¡o Hoa (Blue Remix),DREAMeR,"['v-pop', 'vietnamese idol pop']"
0.701,0.805,10,-4.635,1,0.0336,0.0455,0.0161,0.0921,0.583,140.006,275009,4,PhÃ¡o Hoa (Remix),DREAMeR,['v-pop']
0.667,0.56,10,-11.068,1,0.106,0.775,4.71E-06,0.309,0.542,119.969,209798,4,Buá»“n KhÃ´ng Thá»ƒ BuÃ´ng,PhÃ­ PhÆ°Æ¡ng Anh,['v-pop']
0.509,0.522,10,-7.06,1,0.028,0.492,0,0.369,0.335,80.233,238016,4,PhÃ¡o Hoa,PhÃ­ PhÆ°Æ¡ng Anh,['v-pop']
0.645,0.211,1,-18.662,0,0.0542,0.891,0.00129,0.372,0.176,81.019,228148,4,Máº­p Má» (feat. RIN9) [Lofi Version],PhÃ­ PhÆ°Æ¡ng Anh,['v-pop']
0.83,0.624,1,-6.592,0,0.0471,0.0569,0.0484,0.351,0.552,124.006,263463,4,Máº­p Má» (Remix) [feat. RIN9],PhÃ­ PhÆ°Æ¡ng Anh,['v-pop']
0.54,0.657,1,-4.558,0,0.0615,0.799,0,0.32,0.377,80.805,231111,4,Máº­p Má» (feat. RIN9),PhÃ­ PhÆ°Æ¡ng Anh,['v-pop']
0.816,0.795,7,-6.221,1,0.0492,0.058,6.89E-06,0.385,0.816,119.973,170423,4,RÄƒng KhÃ´n (feat. RIN9) - Cukak Remix,PhÃ­ PhÆ°Æ¡ng Anh,['v-pop']
0.519,0.63,7,-4.652,1,0.0513,0.65,0.0073,0.352,0.116,81.648,196180,4,RÄƒng KhÃ´n - Lofi Version,PhÃ­ PhÆ°Æ¡ng Anh,['v-pop']
